pair,market,entry_date,position_side,entry_price,position_size,entry_zscore,coint_pvalue,half_life,zero_crossing,exit_date,exit_zscore,exit_signal,total_pnl
COMP-USD--EOS-USD,EOS-USD,2023-04-12T14:21:52.363Z,LONG,1.219,41.0,1.805966954078366,0.0056940284633791,23.0,19.0,2023-04-13T06:56:50.397800,-1.9188605290313747,Zscore,-0.5328510000000001
ATOM-USD--MATIC-USD,ATOM-USD,2023-04-12T18:37:02.276Z,SHORT,11.256,4.4,1.86828311293258,0.0064492336882235,8.0,21.0,2023-04-13T08:36:59.386276,-2.0900530822211087,Zscore,-0.57436
ATOM-USD--MATIC-USD,MATIC-USD,2023-04-12T18:37:20.503Z,LONG,1.1,45.0,1.86828311293258,0.0064492336882235,8.0,21.0,2023-04-13T08:37:00.910988,-2.0900530822211087,Zscore,1.020207
XMR-USD--ETH-USD,XMR-USD,2023-04-12T15:24:42.393Z,LONG,161.0,0.31,-1.959571650224756,0.0101615083287283,23.0,11.0,2023-04-13T09:20:23.265258,-2.968322247023466,SL,0.6208100000000001
XMR-USD--ETH-USD,ETH-USD,2023-04-12T15:25:00.811Z,SHORT,1917.1,0.026,-1.959571650224756,0.0101615083287283,23.0,11.0,2023-04-13T09:20:25.152119,-2.968322247023466,SL,-1.791839
XTZ-USD--UNI-USD,XTZ-USD,2023-04-12T13:24:42.097Z,LONG,1.101,45.0,-1.8810475080503664,0.0073674522322598,16.0,14.0,2023-04-13T09:29:34.711454,-1.400109600899064,SL,0.485458
XTZ-USD--UNI-USD,UNI-USD,2023-04-12T13:25:00.361Z,SHORT,5.911,8.4,-1.8810475080503664,0.0073674522322598,16.0,14.0,2023-04-13T09:29:36.228467,-1.400109600899064,SL,-1.486574
SNX-USD--DOGE-USD,SNX-USD,2023-04-12T01:48:54.791Z,LONG,2.575,19.4,-2.692666204063176,0.0257206414894781,22.0,13.0,2023-04-13T10:16:33.465290,-2.0954909443642142,SL,1.015266
SNX-USD--DOGE-USD,DOGE-USD,2023-04-12T01:49:12.975Z,SHORT,0.0836,590.0,-2.692666204063176,0.0257206414894781,22.0,13.0,2023-04-13T10:16:35.047478,-2.0954909443642142,SL,-2.199308
TRX-USD--ADA-USD,TRX-USD,2023-04-12T13:44:03.731Z,LONG,0.0646,770.0,-1.842025846969616,0.0306764541653044,10.0,12.0,2023-04-13T11:03:57.114917,-1.469509091001146,SL,0.599949
TRX-USD--ADA-USD,ADA-USD,2023-04-12T13:44:21.962Z,SHORT,0.401,124.0,-1.842025846969616,0.0306764541653044,10.0,12.0,2023-04-13T11:03:58.829288,-1.469509091001146,SL,-1.690412
ATOM-USD--COMP-USD,ATOM-USD,2023-04-13T08:37:40.690Z,SHORT,11.362,4.4,2.4963850207718394,0.0033524935515226,5.0,18.0,2023-04-13T12:07:25.662718,1.8831296485992848,SL,-1.3929699999999998
ATOM-USD--COMP-USD,COMP-USD,2023-04-13T08:37:58.816Z,LONG,42.9,1.17,2.4963850207718394,0.0033524935515226,5.0,18.0,2023-04-13T12:07:27.590212,1.8831296485992848,SL,0.356662
LINK-USD--XLM-USD,LINK-USD,2023-04-13T06:12:57.048Z,LONG,7.253,6.9,-2.080255497866092,0.0070478025906563,13.0,12.0,2023-04-13T12:53:47.914245,2.306730877773232,Zscore,1.194205
LINK-USD--XLM-USD,XLM-USD,2023-04-13T06:13:15.243Z,SHORT,0.1044,470.0,-2.080255497866092,0.0070478025906563,13.0,12.0,2023-04-13T12:53:49.546426,2.306730877773232,Zscore,-0.370422
UMA-USD--LTC-USD,UMA-USD,2023-04-12T10:49:44.095Z,SHORT,2.11,23.6,3.310698650124025,0.0045456531564058,11.0,16.0,2023-04-13T15:53:20.387380,-1.205065082184567,TP,0.041828
UMA-USD--LTC-USD,LTC-USD,2023-04-12T10:50:02.277Z,LONG,91.8,0.55,3.310698650124025,0.0045456531564058,11.0,16.0,2023-04-13T15:53:21.972651,-1.205065082184567,TP,1.494134
CELO-USD--AAVE-USD,CELO-USD,2023-04-13T06:23:02.102Z,SHORT,0.668,74.0,2.285264053283402,0.0286505039080435,16.0,11.0,2023-04-13T17:53:34.824453,-2.2996772260362817,Zscore,-1.408973
CELO-USD--AAVE-USD,AAVE-USD,2023-04-13T06:23:20.370Z,LONG,77.62,0.6,2.285264053283402,0.0286505039080435,16.0,11.0,2023-04-13T17:53:36.598690,-2.2996772260362817,Zscore,2.391367
ICP-USD--YFI-USD,ICP-USD,2023-04-13T06:44:43.322Z,SHORT,5.28,9.5,1.9834030387417807,0.002617967496557,7.0,13.0,2023-04-13T18:30:24.138033,1.5189765466304557,SL,-1.770815
ICP-USD--YFI-USD,YFI-USD,2023-04-13T06:45:01.311Z,LONG,8941.0,0.0056,1.9834030387417807,0.002617967496557,7.0,13.0,2023-04-13T18:30:25.724710,1.5189765466304557,SL,0.729771
ALGO-USD--1INCH-USD,ALGO-USD,2023-04-12T23:23:47.716Z,LONG,0.216,232.0,-1.982223202600753,0.0002068767169577,13.0,20.0,2023-04-13T22:45:34.982368,2.2539462843689577,Zscore,1.308223
ALGO-USD--1INCH-USD,1INCH-USD,2023-04-12T23:24:05.931Z,SHORT,0.536,92.0,-1.982223202600753,0.0002068767169577,13.0,20.0,2023-04-13T22:45:36.878419,2.2539462843689577,Zscore,-1.188132
COMP-USD--MATIC-USD,COMP-USD,2023-04-13T12:08:51.654Z,LONG,43.3,1.16,-1.6764904286382696,0.0048107165645549,5.0,17.0,2023-04-13T23:28:24.831673,1.9729121137677923,Zscore,1.174722
COMP-USD--MATIC-USD,MATIC-USD,2023-04-13T12:09:10.015Z,SHORT,1.1286,44.0,-1.6764904286382696,0.0048107165645549,5.0,17.0,2023-04-13T23:28:26.357681,1.9729121137677923,Zscore,-0.161137
ZEC-USD--FIL-USD,ZEC-USD,2023-04-13T06:53:04.010Z,SHORT,40.4,1.24,1.5302971720272895,0.0105029593055041,8.0,18.0,2023-04-14T00:33:19.553962,-1.5524607345872554,Zscore,-1.321328
ZEC-USD--FIL-USD,FIL-USD,2023-04-13T06:53:21.948Z,LONG,5.94,8.4,1.5302971720272895,0.0105029593055041,8.0,18.0,2023-04-14T00:33:21.134740,-1.5524607345872554,Zscore,1.576907
XMR-USD--ETH-USD,XMR-USD,2023-04-13T09:21:38.470Z,LONG,163.2,0.31,-3.201457182955388,0.0021896597527986,18.0,11.0,2023-04-14T00:37:10.141184,-1.498178111460141,SL,-0.145849
XMR-USD--ETH-USD,ETH-USD,2023-04-13T09:21:56.758Z,SHORT,1989.9,0.025,-3.201457182955388,0.0021896597527986,18.0,11.0,2023-04-14T00:37:11.905499,-1.498178111460141,SL,-2.408567
CELO-USD--MATIC-USD,CELO-USD,2023-04-14T00:22:40.670Z,SHORT,0.689,72.0,1.506432035283578,0.0032674151555484,10.0,12.0,2023-04-14T01:57:04.176520,-1.6320301663814205,Zscore,-1.129556
CELO-USD--MATIC-USD,MATIC-USD,2023-04-14T00:22:58.858Z,LONG,1.1381,43.0,1.506432035283578,0.0032674151555484,10.0,12.0,2023-04-14T01:57:05.726472,-1.6320301663814205,Zscore,1.96013
ADA-USD--BTC-USD,ADA-USD,2023-04-13T11:05:30.054Z,SHORT,0.414,120.0,2.209417635359164,0.0449584410465112,17.0,14.0,2023-04-14T03:25:43.995578,1.8135189796596496,SL,-3.398516
ADA-USD--BTC-USD,BTC-USD,2023-04-13T11:05:48.308Z,LONG,30253.0,0.0017,2.209417635359164,0.0449584410465112,17.0,14.0,2023-04-14T03:25:45.678433,1.8135189796596496,SL,0.782521
UMA-USD--DOT-USD,UMA-USD,2023-04-13T20:18:09.477Z,LONG,2.12,23.7,-2.033847522830788,0.0013006764117021,22.0,15.0,2023-04-14T10:24:20.713723,-1.4298198023985538,SL,0.3704579999999999
UMA-USD--DOT-USD,DOT-USD,2023-04-13T20:18:27.697Z,SHORT,6.56,7.6,-2.033847522830788,0.0013006764117021,22.0,15.0,2023-04-14T10:24:22.470321,-1.4298198023985538,SL,-1.643544
SNX-USD--DOGE-USD,SNX-USD,2023-04-13T10:17:12.657Z,LONG,2.631047,19.0,-2.767048486879322,0.0253484406115057,22.0,17.0,2023-04-14T10:34:52.123405,2.778145684153108,Zscore,2.5036
SNX-USD--DOGE-USD,DOGE-USD,2023-04-13T10:17:30.654Z,SHORT,0.0873,570.0,-2.767048486879322,0.0253484406115057,22.0,17.0,2023-04-14T10:34:54.117942,2.778145684153108,Zscore,-1.407923
ICP-USD--YFI-USD,ICP-USD,2023-04-14T00:35:33.907Z,SHORT,5.53,9.0,1.5645435967647094,0.0399602978452767,8.0,12.0,2023-04-14T12:33:05.518976,-1.5907944567269574,Zscore,-0.223406
ICP-USD--YFI-USD,YFI-USD,2023-04-14T00:35:52.067Z,LONG,9132.0,0.0055,1.5645435967647094,0.0399602978452767,8.0,12.0,2023-04-14T12:33:07.107137,-1.5907944567269574,Zscore,1.393898
COMP-USD--XLM-USD,COMP-USD,2023-04-13T23:28:37.160Z,SHORT,44.2,1.13,1.7603560702129726,0.0429518625187649,21.0,17.0,2023-04-14T12:50:13.350557,-1.9889894278728133,Zscore,-0.681091
COMP-USD--XLM-USD,XLM-USD,2023-04-13T23:28:55.493Z,LONG,0.1056,470.0,1.7603560702129726,0.0429518625187649,21.0,17.0,2023-04-14T12:50:15.114420,-1.9889894278728133,Zscore,0.998386
FIL-USD--BTC-USD,FIL-USD,2023-04-14T15:05:56.670Z,LONG,6.06,8.3,-1.8463872529592285,0.0175560713945433,10.0,20.0,2023-04-14T18:26:41.182196,1.8610487769135065,Zscore,1.39032
FIL-USD--BTC-USD,BTC-USD,2023-04-14T15:06:15.551Z,SHORT,30448.0,0.0016,-1.8463872529592285,0.0175560713945433,10.0,20.0,2023-04-14T18:26:42.705037,1.8610487769135065,Zscore,0.184635
ALGO-USD--1INCH-USD,ALGO-USD,2023-04-14T09:27:57.487Z,SHORT,0.2282,219.0,2.2111254932049453,1.392060823887182e-06,14.0,21.0,2023-04-14T18:31:49.508822,-2.986280291426152,Zscore,0.600035
ALGO-USD--1INCH-USD,1INCH-USD,2023-04-14T09:28:16.112Z,LONG,0.562,89.0,2.2111254932049453,1.392060823887182e-06,14.0,21.0,2023-04-14T18:31:51.451182,-2.986280291426152,Zscore,-0.046771
CELO-USD--CRV-USD,CELO-USD,2023-04-14T01:57:49.526Z,LONG,0.706,70.0,-2.211206534439348,0.0005643210226658,18.0,14.0,2023-04-15T04:48:46.982944,2.6149835316705814,Zscore,0.124481
CELO-USD--CRV-USD,CRV-USD,2023-04-14T01:58:07.932Z,SHORT,1.103353,45.0,-2.211206534439348,0.0005643210226658,18.0,14.0,2023-04-15T04:48:48.578682,2.6149835316705814,Zscore,0.984254
TRX-USD--XMR-USD,TRX-USD,2023-04-14T13:03:52.004Z,SHORT,0.0665,750.0,1.5306285059929567,0.0426172192764085,7.0,12.0,2023-04-15T04:53:08.853859,-1.5331413051497749,Zscore,0.5705469999999999
TRX-USD--XMR-USD,XMR-USD,2023-04-14T13:04:10.291Z,LONG,162.2,0.31,1.5306285059929567,0.0426172192764085,7.0,12.0,2023-04-15T04:53:10.427699,-1.5331413051497749,Zscore,0.191947
ETC-USD--ADA-USD,ETC-USD,2023-04-14T03:26:21.301Z,LONG,22.91,2.2,-1.850600773036472,0.0299807890882251,7.0,18.0,2023-04-15T05:54:32.429771,-1.3015798316399982,SL,-1.544443
ETC-USD--ADA-USD,ADA-USD,2023-04-14T03:26:39.669Z,SHORT,0.442,113.0,-1.850600773036472,0.0299807890882251,7.0,18.0,2023-04-15T05:54:33.978269,-1.3015798316399982,SL,0.237534
EOS-USD--ADA-USD,EOS-USD,2023-04-15T05:55:10.242Z,LONG,1.243,40.0,-1.7118253268368564,0.0395477561847925,24.0,15.0,2023-04-15T09:09:41.361015,-1.8932621051881813,SL,-0.0384819999999999
EOS-USD--ADA-USD,ADA-USD,2023-04-15T05:55:28.250Z,SHORT,0.439,113.0,-1.7118253268368564,0.0395477561847925,24.0,15.0,2023-04-15T09:09:42.900373,-1.8932621051881813,SL,-1.2037790000000002
ICP-USD--YFI-USD,ICP-USD,2023-04-14T12:33:38.747Z,LONG,5.56,9.0,-2.150774391766708,0.0399602978452767,8.0,12.0,2023-04-15T10:14:58.445172,2.372124730022192,Zscore,-0.2378789999999999
ICP-USD--YFI-USD,YFI-USD,2023-04-14T12:33:56.783Z,SHORT,9402.0,0.0053,-2.150774391766708,0.0399602978452767,8.0,12.0,2023-04-15T10:15:00.027659,2.372124730022192,Zscore,1.329087
XLM-USD--MATIC-USD,XLM-USD,2023-04-14T15:30:08.465Z,SHORT,0.1063,460.0,1.579950050943498,0.0213541964988418,24.0,11.0,2023-04-15T11:23:11.238000,-1.8779748282079327,Zscore,-0.485459
XLM-USD--MATIC-USD,MATIC-USD,2023-04-14T15:30:26.621Z,LONG,1.147,43.0,1.579950050943498,0.0213541964988418,24.0,11.0,2023-04-15T11:23:12.746452,-1.8779748282079327,Zscore,1.278689
EOS-USD--ADA-USD,EOS-USD,2023-04-15T09:09:53.111Z,LONG,1.244525,40.0,-1.8932621051881813,0.0395477561847925,24.0,15.0,2023-04-15T12:06:04.007282,-1.8703456289620128,SL,-0.087717
EOS-USD--ADA-USD,ADA-USD,2023-04-15T09:10:11.089Z,SHORT,0.448,111.0,-1.8932621051881813,0.0395477561847925,24.0,15.0,2023-04-15T12:06:05.502435,-1.8703456289620128,SL,-1.21272
SNX-USD--DOGE-USD,SNX-USD,2023-04-14T10:35:27.402Z,SHORT,2.757,18.1,2.2589355167008702,0.0070566451036886,22.0,13.0,2023-04-15T13:07:56.359452,2.39989428593932,SL,-1.285376
SNX-USD--DOGE-USD,DOGE-USD,2023-04-14T10:35:45.900Z,LONG,0.09,550.0,2.2589355167008702,0.0070566451036886,22.0,13.0,2023-04-15T13:07:57.892382,2.39989428593932,SL,-0.02728
LINK-USD--UMA-USD,LINK-USD,2023-04-14T10:25:07.550Z,SHORT,7.831094,6.4,1.7748830314629602,0.0347036314641229,14.0,28.0,2023-04-15T14:43:45.450707,2.279239065182012,SL,-0.604024
LINK-USD--UMA-USD,UMA-USD,2023-04-14T10:25:26.458Z,LONG,2.15,23.5,1.7748830314629602,0.0347036314641229,14.0,28.0,2023-04-15T14:43:46.964452,2.279239065182012,SL,-0.676169
FIL-USD--BTC-USD,FIL-USD,2023-04-14T18:27:20.689Z,SHORT,6.24,8.0,2.124131929615129,0.0175560713945433,10.0,20.0,2023-04-15T16:41:25.800054,3.531000311900913,SL,-1.518805
FIL-USD--BTC-USD,BTC-USD,2023-04-14T18:27:38.667Z,LONG,30370.0,0.0017,2.124131929615129,0.0175560713945433,10.0,20.0,2023-04-15T16:41:27.320655,3.531000311900913,SL,-0.071263
TRX-USD--XMR-USD,TRX-USD,2023-04-15T04:53:27.115Z,LONG,0.066,750.0,-1.5332109272481054,0.0323359658996512,7.0,14.0,2023-04-15T19:52:52.788608,2.450415138001079,Zscore,0.041336
TRX-USD--XMR-USD,XMR-USD,2023-04-15T04:53:45.050Z,SHORT,162.4,0.31,-1.5332109272481054,0.0323359658996512,7.0,14.0,2023-04-15T19:52:54.296860,2.450415138001079,Zscore,0.204926
XTZ-USD--UNI-USD,XTZ-USD,2023-04-13T09:30:15.189Z,LONG,1.113,45.0,-2.341034116239715,0.0017855955265972,12.0,11.0,2023-04-15T21:11:47.478427,2.868060904499976,Zscore,1.81658
XTZ-USD--UNI-USD,UNI-USD,2023-04-13T09:30:33.566Z,SHORT,6.082,8.2,-2.341034116239715,0.0017855955265972,12.0,11.0,2023-04-15T21:11:49.004412,2.868060904499976,Zscore,-1.255742
ALGO-USD--1INCH-USD,ALGO-USD,2023-04-14T19:11:41.327Z,LONG,0.2261,221.0,-1.9224472399533552,7.925701054640204e-06,14.0,22.0,2023-04-15T23:34:43.314489,2.6101529179149554,Zscore,1.575427
ALGO-USD--1INCH-USD,1INCH-USD,2023-04-14T19:11:59.619Z,SHORT,0.562,88.0,-1.9224472399533552,7.925701054640204e-06,14.0,22.0,2023-04-15T23:34:44.826294,2.6101529179149554,Zscore,-0.408414
COMP-USD--LTC-USD,COMP-USD,2023-04-14T19:31:51.849Z,SHORT,44.7,1.11,2.191048687480446,0.0055776721471476,7.0,20.0,2023-04-16T01:14:33.780560,-2.323807056551605,Zscore,0.469104
COMP-USD--LTC-USD,LTC-USD,2023-04-14T19:32:09.950Z,LONG,95.6,0.52,2.191048687480446,0.0055776721471476,7.0,20.0,2023-04-16T01:14:35.579757,-2.323807056551605,Zscore,-0.067886
UMA-USD--MATIC-USD,UMA-USD,2023-04-15T14:44:44.504Z,LONG,2.13,23.7,-1.9902389527549065,0.0288123196618754,14.0,18.0,2023-04-16T01:47:34.520961,2.022016305452444,Zscore,0.370246
UMA-USD--MATIC-USD,MATIC-USD,2023-04-15T14:45:02.681Z,SHORT,1.1734,42.0,-1.9902389527549065,0.0288123196618754,14.0,18.0,2023-04-16T01:47:36.013203,2.022016305452444,Zscore,0.453089
CELO-USD--AVAX-USD,CELO-USD,2023-04-15T17:05:40.833Z,SHORT,0.724279,68.0,1.6318234920202184,0.0035313055841333,9.0,13.0,2023-04-16T07:58:59.176615,-1.7617363898958038,Zscore,0.317063
CELO-USD--AVAX-USD,AVAX-USD,2023-04-15T17:05:59.084Z,LONG,19.254615,2.6,1.6318234920202184,0.0035313055841333,9.0,13.0,2023-04-16T07:59:00.863949,-1.7617363898958038,Zscore,0.261364
DOT-USD--LTC-USD,DOT-USD,2023-04-16T01:17:27.944Z,SHORT,6.73,7.4,2.123912161249089,0.0404876621307998,7.0,14.0,2023-04-16T09:23:01.420529,-2.204520585836544,Zscore,-0.274176
DOT-USD--LTC-USD,LTC-USD,2023-04-16T01:17:46.063Z,LONG,95.5,0.53,2.123912161249089,0.0404876621307998,7.0,14.0,2023-04-16T09:23:02.946872,-2.204520585836544,Zscore,1.155516
EOS-USD--ADA-USD,EOS-USD,2023-04-15T12:06:14.558Z,LONG,1.245,40.0,-1.8703456289620128,0.0395477561847925,24.0,15.0,2023-04-16T10:53:21.456498,2.421824846592676,Zscore,-0.296649
EOS-USD--ADA-USD,ADA-USD,2023-04-15T12:06:32.930Z,SHORT,0.458,109.0,-1.8703456289620128,0.0395477561847925,24.0,15.0,2023-04-16T10:53:22.961999,2.421824846592676,Zscore,1.487231
XMR-USD--LTC-USD,XMR-USD,2023-04-16T09:25:03.670Z,LONG,164.0,0.31,-2.1129425021690755,0.0261604423056353,12.0,17.0,2023-04-16T15:36:54.789615,-3.096189559936158,SL,-0.0515339999999999
XMR-USD--LTC-USD,LTC-USD,2023-04-16T09:25:21.573Z,SHORT,98.0,0.51,-2.1129425021690755,0.0261604423056353,12.0,17.0,2023-04-16T15:36:56.354609,-3.096189559936158,SL,-1.2406769999999998
SNX-USD--DOGE-USD,SNX-USD,2023-04-16T01:49:54.563Z,LONG,2.705,18.5,-1.791351370258068,0.0207412602657798,20.0,20.0,2023-04-16T17:10:49.321250,1.857872476507778,Zscore,2.218795
SNX-USD--DOGE-USD,DOGE-USD,2023-04-16T01:50:12.831Z,SHORT,0.0885,560.0,-1.791351370258068,0.0207412602657798,20.0,20.0,2023-04-16T17:10:51.356036,1.857872476507778,Zscore,-0.818487
ZEC-USD--NEAR-USD,ZEC-USD,2023-04-16T09:15:26.475Z,SHORT,42.408547,1.17,1.5753365514705262,0.0392536438845629,14.0,16.0,2023-04-16T19:01:16.526721,-1.9375331602114567,Zscore,-1.0298299999999998
ZEC-USD--NEAR-USD,NEAR-USD,2023-04-16T09:15:44.395Z,LONG,2.283836,22.0,1.5753365514705262,0.0392536438845629,14.0,16.0,2023-04-16T19:01:18.031559,-1.9375331602114567,Zscore,1.114767
XLM-USD--ALGO-USD,XLM-USD,2023-04-15T23:35:27.680Z,LONG,0.1069,460.0,-2.74330607797999,0.0175006854283811,16.0,16.0,2023-04-16T20:00:18.119693,2.750709431843508,Zscore,0.144449
XLM-USD--ALGO-USD,ALGO-USD,2023-04-15T23:35:45.658Z,SHORT,0.2329,214.0,-2.74330607797999,0.0175006854283811,16.0,16.0,2023-04-16T20:00:19.645398,2.750709431843508,Zscore,0.600215
UMA-USD--MATIC-USD,UMA-USD,2023-04-16T01:48:36.044Z,SHORT,2.14,23.4,1.645756947833927,0.0274636628779337,14.0,15.0,2023-04-16T20:36:45.023817,-2.0365364581129093,Zscore,0.017314
UMA-USD--MATIC-USD,MATIC-USD,2023-04-16T01:48:53.952Z,LONG,1.1645,42.0,1.645756947833927,0.0274636628779337,14.0,15.0,2023-04-16T20:36:46.535718,-2.0365364581129093,Zscore,0.47331
EOS-USD--1INCH-USD,EOS-USD,2023-04-16T13:04:45.156Z,LONG,1.242,40.0,-2.101151344607379,0.024532468279553,11.0,11.0,2023-04-17T00:24:07.061067,-1.6833865331184623,SL,-0.230619
EOS-USD--1INCH-USD,1INCH-USD,2023-04-16T13:05:03.074Z,SHORT,0.567,87.0,-2.101151344607379,0.024532468279553,11.0,11.0,2023-04-17T00:24:08.605085,-1.6833865331184623,SL,-1.034755
ZRX-USD--MATIC-USD,ZRX-USD,2023-04-17T02:44:14.485Z,LONG,0.303,166.0,-1.5958829311122125,0.0370426389351041,18.0,11.0,2023-04-17T12:09:07.729322,-1.5823223183646593,SL,-1.417203
ZRX-USD--MATIC-USD,MATIC-USD,2023-04-17T02:44:32.424Z,SHORT,1.1725,42.0,-1.5958829311122125,0.0370426389351041,18.0,11.0,2023-04-17T12:09:09.331589,-1.5823223183646593,SL,0.160354
ZEC-USD--NEAR-USD,ZEC-USD,2023-04-17T02:22:23.239Z,LONG,41.9,1.2,-1.8562644551322909,0.0195935725810688,13.0,18.0,2023-04-17T14:12:06.426359,-2.216943294099738,SL,-0.370246
ZEC-USD--NEAR-USD,NEAR-USD,2023-04-17T02:22:41.357Z,SHORT,2.274,21.9,-1.8562644551322909,0.0195935725810688,13.0,18.0,2023-04-17T14:12:07.934492,-2.216943294099738,SL,-1.027516
ALGO-USD--UMA-USD,ALGO-USD,2023-04-16T21:17:32.591Z,SHORT,0.2321,215.0,1.8887419925214188,0.036351501698546,7.0,22.0,2023-04-17T14:22:08.125013,-2.4623230420845346,Zscore,2.57678
ALGO-USD--UMA-USD,UMA-USD,2023-04-16T21:17:50.513Z,LONG,2.14,23.4,1.8887419925214188,0.036351501698546,7.0,22.0,2023-04-17T14:22:09.911060,-2.4623230420845346,Zscore,-0.6470140000000001
ATOM-USD--COMP-USD,ATOM-USD,2023-04-16T01:15:05.033Z,SHORT,12.486,4.0,2.7410680353050667,0.0255733274016224,12.0,23.0,2023-04-17T22:43:02.167184,-2.223176238586909,TP,0.352075
ATOM-USD--COMP-USD,COMP-USD,2023-04-16T01:15:23.139Z,LONG,44.4,1.13,2.7410680353050667,0.0255733274016224,12.0,23.0,2023-04-17T22:43:04.037198,-2.223176238586909,TP,1.401236
XMR-USD--LTC-USD,XMR-USD,2023-04-16T15:37:04.525Z,LONG,164.1,0.31,-3.095906812929984,0.0318291839195406,12.0,23.0,2023-04-18T02:18:39.627754,-2.5297586164606445,SL,-1.278212
XMR-USD--LTC-USD,LTC-USD,2023-04-16T15:37:22.676Z,SHORT,100.9,0.5,-3.095906812929984,0.0318291839195406,12.0,23.0,2023-04-18T02:18:41.500084,-2.5297586164606445,SL,-0.180029
XTZ-USD--UNI-USD,XTZ-USD,2023-04-16T01:42:23.122Z,SHORT,1.147,43.0,3.241990659405924,0.0007424532660975,9.0,11.0,2023-04-18T05:44:04.447165,-3.503421185850733,Zscore,-0.221296
XTZ-USD--UNI-USD,UNI-USD,2023-04-16T01:42:41.029Z,LONG,6.168,8.1,3.241990659405924,0.0007424532660975,9.0,11.0,2023-04-18T05:44:06.341312,-3.503421185850733,Zscore,0.8819509999999999
ZRX-USD--XLM-USD,ZRX-USD,2023-04-17T12:09:46.212Z,LONG,0.295918,170.0,-1.676765299248765,0.019699084296767,16.0,13.0,2023-04-18T05:51:27.368299,2.484864888601839,Zscore,0.091743
ZRX-USD--XLM-USD,XLM-USD,2023-04-17T12:10:04.500Z,SHORT,0.1044,470.0,-1.676765299248765,0.019699084296767,16.0,13.0,2023-04-18T05:51:29.257578,2.484864888601839,Zscore,-0.204369
SNX-USD--CELO-USD,SNX-USD,2023-04-17T03:00:46.124Z,SHORT,2.827,17.7,1.6341779279942714,0.0025295256157011,8.0,25.0,2023-04-18T06:13:31.295943,2.853320765515269,SL,-0.477572
SNX-USD--CELO-USD,CELO-USD,2023-04-17T03:01:04.086Z,LONG,0.721,69.0,1.6341779279942714,0.0025295256157011,8.0,25.0,2023-04-18T06:13:33.171560,2.853320765515269,SL,-0.865581
TRX-USD--YFI-USD,TRX-USD,2023-04-15T19:53:25.405Z,SHORT,0.066,750.0,2.26228364372486,0.0444940328644092,17.0,13.0,2023-04-18T06:48:43.168695,-2.5885076414403403,Zscore,-0.074033
TRX-USD--YFI-USD,YFI-USD,2023-04-15T19:53:43.579Z,LONG,9096.0,0.0055,2.26228364372486,0.0444940328644092,17.0,13.0,2023-04-18T06:48:45.068388,-2.5885076414403403,Zscore,0.099984
LINK-USD--ALGO-USD,LINK-USD,2023-04-17T14:22:47.954Z,SHORT,8.121,6.1,2.2954077598624845,0.0151259733545597,14.0,20.0,2023-04-18T07:45:32.181670,1.4441694914782548,SL,-1.707289
LINK-USD--ALGO-USD,ALGO-USD,2023-04-17T14:23:05.871Z,LONG,0.2213,226.0,2.2954077598624845,0.0151259733545597,14.0,20.0,2023-04-18T07:45:34.135033,1.4441694914782548,SL,0.420635
UMA-USD--DOT-USD,UMA-USD,2023-04-17T23:22:36.772Z,SHORT,2.1,23.7,1.7912763274196526,0.0282035290845844,23.0,13.0,2023-04-18T09:32:22.332969,-3.0779226579732777,Zscore,-0.5625359999999999
UMA-USD--DOT-USD,DOT-USD,2023-04-17T23:22:55.834Z,LONG,6.74,7.5,1.7912763274196526,0.0282035290845844,23.0,13.0,2023-04-18T09:32:24.298391,-3.0779226579732777,Zscore,1.005482
AAVE-USD--1INCH-USD,AAVE-USD,2023-04-17T02:31:10.958Z,SHORT,83.03,0.6,1.7606749331181222,0.0174471068705214,21.0,19.0,2023-04-18T10:32:11.315053,-1.9805246562297487,Zscore,0.107848
AAVE-USD--1INCH-USD,1INCH-USD,2023-04-17T02:31:28.877Z,LONG,0.57,88.0,1.7606749331181222,0.0174471068705214,21.0,19.0,2023-04-18T10:32:13.200011,-1.9805246562297487,Zscore,0.605079
ZRX-USD--XLM-USD,ZRX-USD,2023-04-18T05:53:54.438Z,SHORT,0.296,168.0,2.1671288092771483,0.0334318321727871,23.0,11.0,2023-04-18T15:59:02.256022,2.4056630495940228,SL,-1.974473
ZRX-USD--XLM-USD,XLM-USD,2023-04-18T05:54:13.348Z,LONG,0.105,470.0,2.1671288092771483,0.0334318321727871,23.0,11.0,2023-04-18T15:59:04.169585,2.4056630495940228,SL,0.014512
XMR-USD--UMA-USD,XMR-USD,2023-04-18T09:33:18.382Z,LONG,161.877419,0.31,-1.8721194271154635,0.0469625584894236,6.0,20.0,2023-04-18T23:42:34.031409,2.364801870875606,Zscore,0.254558
XMR-USD--UMA-USD,UMA-USD,2023-04-18T09:33:37.255Z,SHORT,2.12,23.5,-1.8721194271154635,0.0469625584894236,6.0,20.0,2023-04-18T23:42:35.892533,2.364801870875606,Zscore,-0.7407170000000001
CELO-USD--RUNE-USD,CELO-USD,2023-04-18T17:44:45.035Z,LONG,0.713,70.0,-1.5858193722988243,0.0455073974160232,12.0,16.0,2023-04-19T00:05:15.230940,1.6646345534889029,Zscore,0.860444
CELO-USD--RUNE-USD,RUNE-USD,2023-04-18T17:45:03.957Z,SHORT,1.695,29.0,-1.5858193722988243,0.0455073974160232,12.0,16.0,2023-04-19T00:05:17.088858,1.6646345534889029,Zscore,0.058623
